aamm	I	aamm
desamparásemos	VSY1P	desamparar
desamparasen	VSY3P	desamparar
desamparases	VSY2S	desamparar
desamparase	VSY1S	desamparar
desamparase	VSY3S	desamparar
desamparase	VSY4S	desamparar
desamparasteis	VIS2P	desamparar
desamparaste	VIS2S	desamparar
desamparas	VIP2S	desamparar
desampara	VIP3S	desamparar
desampara	VMP2S	desamparar
desampara	VUP5S	desamparar
desamparéis	VSP2P	desamparar
desamparemos	VMP1P	desamparar
desamparemos	VSP1P	desamparar
desamparen	VMP3P	desamparar
desamparen	VSP3P	desamparar
desampares	VSP2S	desamparar
desamparé	VIS1S	desamparar
desampare	VMP3S	desamparar
desampare	VSP1S	desamparar
desampare	VSP3S	desamparar
desampare	VSP4S	desamparar
desamparo	NCMS	desamparo
desamparos	NCMP	desamparo
desamparo	VIP1S	desamparar
desamparó	VIS3S	desamparar
desandabais	VII2P	desandar
desandábamos	VII1P	desandar
desandaban	VII3P	desandar
desandabas	VII2S	desandar
desandaba	VII1S	desandar
desandaba	VII3S	desandar
desandaba	VII4S	desandar
desandadas	VPFP	desandar
desandada	VPFS	desandar
desandados	VPMP	desandar
desandado	VPAS	desandar
desandado	VPMS	desandar
desandado	VPNS	desandar
desandad	VMP2P	desandar
desandáis	VIP2P	desandar
desandamos	VIP1P	desandar
desandando	VGP	desandar
desandan	VIP3P	desandar
desandarán	VIF3P	desandar
desandarás	VIF2S	desandar
desandará	VIF3S	desandar
desandaréis	VIF2P	desandar
desandaremos	VIF1P	desandar
desandaré	VIF1S	desandar
desandaríais	VIC2P	desandar
desandaríamos	VIC1P	desandar
desandarían	VIC3P	desandar
desandarías	VIC2S	desandar
desandaría	VIC1S	desandar
desandaría	VIC3S	desandar
desandaría	VIC4S	desandar
desandar	VNP	desandar
desandas	VIP2S	desandar
desanda	VIP3S	desandar
desanda	VMP2S	desandar
desanda	VUP5S	desandar
desandéis	VSP2P	desandar
desandemos	VMP1P	desandar
desandemos	VSP1P	desandar
desanden	VMP3P	desandar
desanden	VSP3P	desandar
desanderada	AFS	desanderado
desanderadas	AFP	desanderado
desanderado	AAS	desanderado
desanderado	AMS	desanderado
desanderado	ANS	desanderado
desanderados	AMP	desanderado
desandes	VSP2S	desandar
desande	VMP3S	desandar
desande	VSP1S	desandar
desande	VSP3S	desandar
desande	VSP4S	desandar
desando	VIP1S	desandar
desandrajada	AFS	desandrajado
desandrajadas	AFP	desandrajado
desandrajado	AAS	desandrajado
desandrajado	AMS	desandrajado
desandrajado	ANS	desandrajado
desandrajados	AMP	desandrajado
desanduve	VIS1S	desandar
desanduvierais	VSI2P	desandar
desanduviéramos	VSI1P	desandar
desanduvieran	VSI3P	desandar
desanduvieras	VSI2S	desandar
desanduviera	VSI1S	desandar
desanduviera	VSI3S	desandar
desanduviera	VSI4S	desandar
desanduviereis	VSF2P	desandar
desanduviéremos	VSF1P	desandar
desanduvieren	VSF3P	desandar
desanduvieres	VSF2S	desandar
desanduviere	VSF1S	desandar
desanduviere	VSF3S	desandar
desanduviere	VSF4S	desandar
desanduvieron	VIS3P	desandar
desanduvieseis	VSY2P	desandar
desanduviésemos	VSY1P	desandar
desanduviesen	VSY3P	desandar
desanduvieses	VSY2S	desandar
desanduviese	VSY1S	desandar
desanduviese	VSY3S	desandar
desanduviese	VSY4S	desandar
desanduvimos	VIS1P	desandar
desanduvisteis	VIS2P	desandar
desanduviste	VIS2S	desandar
desanduvo	VIS3S	desandar
desangelada	AFS	desangelado
desangeladas	AFP	desangelado
desangelado	AAS	desangelado
desangelado	AMS	desangelado
desangelado	ANS	desangelado
desangelados	AMP	desangelado
desangrabais	VII2P	desangrar
desangrábamos	VII1P	desangrar
desangraban	VII3P	desangrar
desangrabas	VII2S	desangrar
desangraba	VII1S	desangrar
desangraba	VII3S	desangrar
desangraba	VII4S	desangrar
desangradas	VPFP	desangrar
desangrada	VPFS	desangrar
desangrados	VPMP	desangrar
desangrado	VPAS	desangrar
desangrado	VPMS	desangrar
desangrado	VPNS	desangrar
desangrad	VMP2P	desangrar
desangráis	VIP2P	desangrar
desangramiento	NCMS	desangramiento
desangramientos	NCMP	desangramiento
desangramos	VIT1P	desangrar
desangrando	VGP	desangrar
desangran	VIP3P	desangrar
desangrarais	VSI2P	desangrar
desangráramos	VSI1P	desangrar
desangrarán	VIF3P	desangrar
desangraran	VSI3P	desangrar
desangrarás	VIF2S	desangrar
desangraras	VSI2S	desangrar
desangrará	VIF3S	desangrar
desangrara	VSI1S	desangrar
desangrara	VSI3S	desangrar
desangrara	VSI4S	desangrar
desangraréis	VIF2P	desangrar
desangrareis	VSF2P	desangrar
desangraremos	VIF1P	desangrar
desangráremos	VSF1P	desangrar
desangraren	VSF3P	desangrar
desangrares	VSF2S	desangrar
desangraré	VIF1S	desangrar
desangrare	VSF1S	desangrar
desangrare	VSF3S	desangrar
desangrare	VSF4S	desangrar
desangraríais	VIC2P	desangrar
desangraríamos	VIC1P	desangrar
desangrarían	VIC3P	desangrar
desangrarías	VIC2S	desangrar
desangraría	VIC1S	desangrar
desangraría	VIC3S	desangrar
desangraría	VIC4S	desangrar
desangraron	VIS3P	desangrar
desangrar	VNP	desangrar
desangraseis	VSY2P	desangrar
desangrásemos	VSY1P	desangrar
desangrasen	VSY3P	desangrar
desangrases	VSY2S	desangrar
desangrase	VSY1S	desangrar
desangrase	VSY3S	desangrar
desangrase	VSY4S	desangrar
desangrasteis	VIS2P	desangrar
desangraste	VIS2S	desangrar
desangras	VIP2S	desangrar
desangra	VIP3S	desangrar
desangra	VMP2S	desangrar
desangra	VUP5S	desangrar
desangréis	VSP2P	desangrar
desangremos	VMP1P	desangrar
desangremos	VSP1P	desangrar
desangren	VMP3P	desangrar
desangren	VSP3P	desangrar
desangres	VSP2S	desangrar
desangré	VIS1S	desangrar
desangre	VMP3S	desangrar
desangre	VSP1S	desangrar
desangre	VSP3S	desangrar
desangre	VSP4S	desangrar
desangro	VIP1S	desangrar
desangró	VIS3S	desangrar
desanimabais	VII2P	desanimar
desanimábamos	VII1P	desanimar
desanimaban	VII3P	desanimar
desanimabas	VII2S	desanimar
desanimaba	VII1S	desanimar
desanimaba	VII3S	desanimar
desanimaba	VII4S	desanimar
desanimaciones	NCFP	desanimación
desanimación	NCFS	desanimación
desanimada	AFS	desanimado
desanimadas	AFP	desanimado
desanimadas	VPFP	desanimar
desanimada	VPFS	desanimar
desanimado	AAS	desanimado
desanimado	AMS	desanimado
desanimado	ANS	desanimado
desanimados	AMP	desanimado
desanimados	VPMP	desanimar
desanimado	VPAS	desanimar
desanimado	VPMS	desanimar
desanimado	VPNS	desanimar
desanimad	VMP2P	desanimar
desanimáis	VIP2P	desanimar
desanimamos	VIT1P	desanimar
desanimando	VGP	desanimar
desaniman	VIP3P	desanimar
desanimarais	VSI2P	desanimar
desanimáramos	VSI1P	desanimar
desanimarán	VIF3P	desanimar
desanimaran	VSI3P	desanimar
desanimarás	VIF2S	desanimar
desanimaras	VSI2S	desanimar
desanimará	VIF3S	desanimar
desanimara	VSI1S	desanimar
desanimara	VSI3S	desanimar
desanimara	VSI4S	desanimar
desanimaréis	VIF2P	desanimar
desanimareis	VSF2P	desanimar
desanimaremos	VIF1P	desanimar
desanimáremos	VSF1P	desanimar
desanimaren	VSF3P	desanimar
desanimares	VSF2S	desanimar
desanimaré	VIF1S	desanimar
desanimare	VSF1S	desanimar
desanimare	VSF3S	desanimar
desanimare	VSF4S	desanimar
desanimaríais	VIC2P	desanimar
desanimaríamos	VIC1P	desanimar
desanimarían	VIC3P	desanimar
desanimarías	VIC2S	desanimar
desanimaría	VIC1S	desanimar
desanimaría	VIC3S	desanimar
desanimaría	VIC4S	desanimar
desanimaron	VIS3P	desanimar
desanimar	VNP	desanimar
desanimaseis	VSY2P	desanimar
desanimásemos	VSY1P	desanimar
desanimasen	VSY3P	desanimar
desanimases	VSY2S	desanimar
desanimase	VSY1S	desanimar
desanimase	VSY3S	desanimar
desanimase	VSY4S	desanimar
desanimasteis	VIS2P	desanimar
desanimaste	VIS2S	desanimar
desanimas	VIP2S	desanimar
desanima	VIP3S	desanimar
desanima	VMP2S	desanimar
desanima	VUP5S	desanimar
desaniméis	VSP2P	desanimar
desanimemos	VMP1P	desanimar
desanimemos	VSP1P	desanimar
desanimen	VMP3P	desanimar
desanimen	VSP3P	desanimar
desanimes	VSP2S	desanimar
desanimé	VIS1S	desanimar
desanime	VMP3S	desanimar
desanime	VSP1S	desanimar
desanime	VSP3S	desanimar
desanime	VSP4S	desanimar
desánimo	NCMS	desánimo
desánimos	NCMP	desánimo
desanimo	VIP1S	desanimar
desanimó	VIS3S	desanimar
desanudabais	VII2P	desanudar
desanudábamos	VII1P	desanudar
desanudaban	VII3P	desanudar
desanudabas	VII2S	desanudar
desanudaba	VII1S	desanudar
desanudaba	VII3S	desanudar
desanudaba	VII4S	desanudar
desanudadas	VPFP	desanudar
desanudada	VPFS	desanudar
desanudados	VPMP	desanudar
desanudado	VPAS	desanudar
desanudado	VPMS	desanudar
desanudado	VPNS	desanudar
desanudadura	NCFS	desanudadura
desañudadura	NCFS	desañudadura
desanudaduras	NCFP	desanudadura
desañudaduras	NCFP	desañudadura
desanudad	VMP2P	desanudar
desanudáis	VIP2P	desanudar
desanudamos	VIT1P	desanudar
desanudando	VGP	desanudar
desanudan	VIP3P	desanudar
desanudarais	VSI2P	desanudar
desanudáramos	VSI1P	desanudar
desanudarán	VIF3P	desanudar
desanudaran	VSI3P	desanudar
desanudarás	VIF2S	desanudar
desanudaras	VSI2S	desanudar
desanudará	VIF3S	desanudar
desanudara	VSI1S	desanudar
desanudara	VSI3S	desanudar
desanudara	VSI4S	desanudar
desanudaréis	VIF2P	desanudar
desanudareis	VSF2P	desanudar
desanudaremos	VIF1P	desanudar
desanudáremos	VSF1P	desanudar
desanudaren	VSF3P	desanudar
desanudares	VSF2S	desanudar
desanudaré	VIF1S	desanudar
desanudare	VSF1S	desanudar
desanudare	VSF3S	desanudar
desanudare	VSF4S	desanudar
desanudaríais	VIC2P	desanudar
desanudaríamos	VIC1P	desanudar
desanudarían	VIC3P	desanudar
desanudarías	VIC2S	desanudar
desanudaría	VIC1S	desanudar
desanudaría	VIC3S	desanudar
desanudaría	VIC4S	desanudar
desanudaron	VIS3P	desanudar
desanudar	VNP	desanudar
desanudaseis	VSY2P	desanudar
desanudásemos	VSY1P	desanudar
desanudasen	VSY3P	desanudar
desanudases	VSY2S	desanudar
desanudase	VSY1S	desanudar
desanudase	VSY3S	desanudar
desanudase	VSY4S	desanudar
desanudasteis	VIS2P	desanudar
desanudaste	VIS2S	desanudar
desanudas	VIP2S	desanudar
desanuda	VIP3S	desanudar
desanuda	VMP2S	desanudar
desanuda	VUP5S	desanudar
desanudéis	VSP2P	desanudar
desanudemos	VMP1P	desanudar
desanudemos	VSP1P	desanudar
desanuden	VMP3P	desanudar
desanuden	VSP3P	desanudar
desanudes	VSP2S	desanudar
desanudé	VIS1S	desanudar
desanude	VMP3S	desanudar
desanude	VSP1S	desanudar
desanude	VSP3S	desanudar
desanude	VSP4S	desanudar
desanudo	VIP1S	desanudar
desanudó	VIS3S	desanudar
desapacibilidades	NCFP	desapacibilidad
desapacibilidad	NCFS	desapacibilidad
desapacible	AAS	desapacible
desapacible	AES	desapacible
desapacible	AFS	desapacible
desapacible	AIS	desapacible
desapacible	AMS	desapacible
desapacible	ANS	desapacible
desapaciblemente	W	desapaciblemente
desapacibles	AEP	desapacible
desapacibles	AFP	desapacible
desapacibles	AMP	desapacible
desaparcabais	VII2P	desaparcar
desaparcábamos	VII1P	desaparcar
desaparcaban	VII3P	desaparcar
desaparcabas	VII2S	desaparcar
desaparcaba	VII1S	desaparcar
desaparcaba	VII3S	desaparcar
desaparcaba	VII4S	desaparcar
desaparcadas	VPFP	desaparcar
desaparcada	VPFS	desaparcar
desaparcados	VPMP	desaparcar
desaparcado	VPAS	desaparcar
desaparcado	VPMS	desaparcar
desaparcado	VPNS	desaparcar
desaparcad	VMP2P	desaparcar
desaparcáis	VIP2P	desaparcar
desaparcamos	VIT1P	desaparcar
desaparcando	VGP	desaparcar
desaparcan	VIP3P	desaparcar
desaparcarais	VSI2P	desaparcar
desaparcáramos	VSI1P	desaparcar
desaparcarán	VIF3P	desaparcar
desaparcaran	VSI3P	desaparcar
desaparcarás	VIF2S	desaparcar
desaparcaras	VSI2S	desaparcar
desaparcará	VIF3S	desaparcar
desaparcara	VSI1S	desaparcar
desaparcara	VSI3S	desaparcar
desaparcara	VSI4S	desaparcar
desaparcaréis	VIF2P	desaparcar
desaparcareis	VSF2P	desaparcar
desaparcaremos	VIF1P	desaparcar
desaparcáremos	VSF1P	desaparcar
desaparcaren	VSF3P	desaparcar
desaparcares	VSF2S	desaparcar
desaparcaré	VIF1S	desaparcar
desaparcare	VSF1S	desaparcar
desaparcare	VSF3S	desaparcar
desaparcare	VSF4S	desaparcar
desaparcaríais	VIC2P	desaparcar
desaparcaríamos	VIC1P	desaparcar
desaparcarían	VIC3P	desaparcar
desaparcarías	VIC2S	desaparcar
desaparcaría	VIC1S	desaparcar
desaparcaría	VIC3S	desaparcar
desaparcaría	VIC4S	desaparcar
desaparcaron	VIS3P	desaparcar
desaparcar	VNP	desaparcar
desaparcaseis	VSY2P	desaparcar
desaparcásemos	VSY1P	desaparcar
desaparcasen	VSY3P	desaparcar
desaparcases	VSY2S	desaparcar
desaparcase	VSY1S	desaparcar
desaparcase	VSY3S	desaparcar
desaparcase	VSY4S	desaparcar
desaparcasteis	VIS2P	desaparcar
desaparcaste	VIS2S	desaparcar
desaparcas	VIP2S	desaparcar
desaparca	VIP3S	desaparcar
desaparca	VMP2S	desaparcar
desaparca	VUP5S	desaparcar
desaparco	VIP1S	desaparcar
desaparcó	VIS3S	desaparcar
desapareced	VMP2P	desaparecer
desaparecéis	VIP2P	desaparecer
desaparecemos	VIP1P	desaparecer
desaparecen	VIP3P	desaparecer
desaparecerán	VIF3P	desaparecer
desaparecerás	VIF2S	desaparecer
desaparecerá	VIF3S	desaparecer
desapareceréis	VIF2P	desaparecer
desapareceremos	VIF1P	desaparecer
desapareceré	VIF1S	desaparecer
desapareceríais	VIC2P	desaparecer
desapareceríamos	VIC1P	desaparecer
desaparecerían	VIC3P	desaparecer
desaparecerías	VIC2S	desaparecer
desaparecería	VIC1S	desaparecer
desaparecería	VIC3S	desaparecer
desaparecería	VIC4S	desaparecer
desaparecer	VNP	desaparecer
desapareces	VIP2S	desaparecer
desaparece	VIP3S	desaparecer
desaparece	VMP2S	desaparecer
desaparece	VUP5S	desaparecer
desaparecíais	VII2P	desaparecer
desaparecíamos	VII1P	desaparecer
desaparecían	VII3P	desaparecer
desaparecías	VII2S	desaparecer
desaparecía	VII1S	desaparecer
desaparecía	VII3S	desaparecer
desaparecía	VII4S	desaparecer
desaparecidas	VPFP	desaparecer
desaparecida	VPFS	desaparecer
desaparecidos	VPMP	desaparecer
desaparecido	VPAS	desaparecer
desaparecido	VPMS	desaparecer
desaparecido	VPNS	desaparecer
desapareciendo	VGP	desaparecer
desaparecierais	VSI2P	desaparecer
desapareciéramos	VSI1P	desaparecer
desaparecieran	VSI3P	desaparecer
desaparecieras	VSI2S	desaparecer
desapareciera	VSI1S	desaparecer
desapareciera	VSI3S	desaparecer
desapareciera	VSI4S	desaparecer
desapareciereis	VSF2P	desaparecer
desapareciéremos	VSF1P	desaparecer
desaparecieren	VSF3P	desaparecer
desaparecieres	VSF2S	desaparecer
desapareciere	VSF1S	desaparecer
desapareciere	VSF3S	desaparecer
desapareciere	VSF4S	desaparecer
desaparecieron	VIS3P	desaparecer
desaparecieseis	VSY2P	desaparecer
desapareciésemos	VSY1P	desaparecer
desapareciesen	VSY3P	desaparecer
desaparecieses	VSY2S	desaparecer
desapareciese	VSY1S	desaparecer
desapareciese	VSY3S	desaparecer
desapareciese	VSY4S	desaparecer
desaparecimiento	NCMS	desaparecimiento
desaparecimientos	NCMP	desaparecimiento
desaparecimos	VIS1P	desaparecer
desapareció	VIS3S	desaparecer
desaparecisteis	VIS2P	desaparecer
desapareciste	VIS2S	desaparecer
desaparecí	VIS1S	desaparecer
desaparezcáis	VSP2P	desaparecer
desaparezcamos	VMP1P	desaparecer
desaparezcamos	VSP1P	desaparecer
desaparezcan	VMP3P	desaparecer
desaparezcan	VSP3P	desaparecer
desaparezcas	VSP2S	desaparecer
desaparezca	VMP3S	desaparecer
desaparezca	VSP1S	desaparecer
desaparezca	VSP3S	desaparecer
desaparezca	VSP4S	desaparecer
desaparezco	VIP1S	desaparecer
desapariciones	NCFP	desaparición
desaparición	NCFS	desaparición
desaparquéis	VSP2P	desaparcar
desaparquemos	VMP1P	desaparcar
desaparquemos	VSP1P	desaparcar
desaparquen	VMP3P	desaparcar
desaparquen	VSP3P	desaparcar
desaparques	VSP2S	desaparcar
desaparqué	VIS1S	desaparcar
desaparque	VMP3S	desaparcar
desaparque	VSP1S	desaparcar
desaparque	VSP3S	desaparcar
desaparque	VSP4S	desaparcar
desaparroquiabais	VII2P	desaparroquiar
desaparroquiábamos	VII1P	desaparroquiar
desaparroquiaban	VII3P	desaparroquiar
desaparroquiabas	VII2S	desaparroquiar
desaparroquiaba	VII1S	desaparroquiar
desaparroquiaba	VII3S	desaparroquiar
desaparroquiaba	VII4S	desaparroquiar
desaparroquiadas	VPFP	desaparroquiar
desaparroquiada	VPFS	desaparroquiar
desaparroquiados	VPMP	desaparroquiar
desaparroquiado	VPAS	desaparroquiar
desaparroquiado	VPMS	desaparroquiar
desaparroquiado	VPNS	desaparroquiar
desaparroquiad	VMP2P	desaparroquiar
desaparroquiáis	VIP2P	desaparroquiar
desaparroquiamos	VIT1P	desaparroquiar
desaparroquiando	VGP	desaparroquiar
desaparroquian	VIP3P	desaparroquiar
desaparroquiarais	VSI2P	desaparroquiar
desaparroquiáramos	VSI1P	desaparroquiar
desaparroquiarán	VIF3P	desaparroquiar
desaparroquiaran	VSI3P	desaparroquiar
desaparroquiarás	VIF2S	desaparroquiar
desaparroquiaras	VSI2S	desaparroquiar
desaparroquiará	VIF3S	desaparroquiar
desaparroquiara	VSI1S	desaparroquiar
desaparroquiara	VSI3S	desaparroquiar
desaparroquiara	VSI4S	desaparroquiar
desaparroquiaréis	VIF2P	desaparroquiar
desaparroquiareis	VSF2P	desaparroquiar
desaparroquiaremos	VIF1P	desaparroquiar
desaparroquiáremos	VSF1P	desaparroquiar
desaparroquiaren	VSF3P	desaparroquiar
desaparroquiares	VSF2S	desaparroquiar
desaparroquiaré	VIF1S	desaparroquiar
desaparroquiare	VSF1S	desaparroquiar
desaparroquiare	VSF3S	desaparroquiar
desaparroquiare	VSF4S	desaparroquiar
desaparroquiaríais	VIC2P	desaparroquiar
desaparroquiaríamos	VIC1P	desaparroquiar
desaparroquiarían	VIC3P	desaparroquiar
desaparroquiarías	VIC2S	desaparroquiar
desaparroquiaría	VIC1S	desaparroquiar
desaparroquiaría	VIC3S	desaparroquiar
desaparroquiaría	VIC4S	desaparroquiar
desaparroquiaron	VIS3P	desaparroquiar
desaparroquiar	VNP	desaparroquiar
desaparroquiaseis	VSY2P	desaparroquiar
desaparroquiásemos	VSY1P	desaparroquiar
desaparroquiasen	VSY3P	desaparroquiar
desaparroquiases	VSY2S	desaparroquiar
desaparroquiase	VSY1S	desaparroquiar
desaparroquiase	VSY3S	desaparroquiar
desaparroquiase	VSY4S	desaparroquiar
desaparroquiasteis	VIS2P	desaparroquiar
desaparroquiaste	VIS2S	desaparroquiar
desaparroquias	VIP2S	desaparroquiar
desaparroquia	VIP3S	desaparroquiar
desaparroquia	VMP2S	desaparroquiar
desaparroquia	VUP5S	desaparroquiar
desaparroquiéis	VSP2P	desaparroquiar
desaparroquiemos	VMP1P	desaparroquiar
desaparroquiemos	VSP1P	desaparroquiar
desaparroquien	VMP3P	desaparroquiar
desaparroquien	VSP3P	desaparroquiar
desaparroquies	VSP2S	desaparroquiar
desaparroquié	VIS1S	desaparroquiar
desaparroquie	VMP3S	desaparroquiar
desaparroquie	VSP1S	desaparroquiar
desaparroquie	VSP3S	desaparroquiar
desaparroquie	VSP4S	desaparroquiar
desaparroquio	VIP1S	desaparroquiar
desaparroquió	VIS3S	desaparroquiar
desapasionabais	VII2P	desapasionar
desapasionábamos	VII1P	desapasionar
desapasionaban	VII3P	desapasionar
desapasionabas	VII2S	desapasionar
desapasionaba	VII1S	desapasionar
desapasionaba	VII3S	desapasionar
desapasionaba	VII4S	desapasionar
desapasionada	AFS	desapasionado
desapasionadamente	W	desapasionadamente
desapasionadas	AFP	desapasionado
desapasionadas	VPFP	desapasionar
desapasionada	VPFS	desapasionar
desapasionado	AAS	desapasionado
desapasionado	AMS	desapasionado
desapasionado	ANS	desapasionado
desapasionados	AMP	desapasionado
desapasionados	VPMP	desapasionar
desapasionado	VPAS	desapasionar
desapasionado	VPMS	desapasionar
desapasionado	VPNS	desapasionar
desapasionad	VMP2P	desapasionar
desapasionáis	VIP2P	desapasionar
desapasionamiento	NCMS	desapasionamiento
desapasionamientos	NCMP	desapasionamiento
desapasionamos	VIT1P	desapasionar
desapasionando	VGP	desapasionar
desapasionan	VIP3P	desapasionar
desapasionarais	VSI2P	desapasionar
desapasionáramos	VSI1P	desapasionar
desapasionarán	VIF3P	desapasionar
desapasionaran	VSI3P	desapasionar
desapasionarás	VIF2S	desapasionar
desapasionaras	VSI2S	desapasionar
desapasionará	VIF3S	desapasionar
desapasionara	VSI1S	desapasionar
desapasionara	VSI3S	desapasionar
desapasionara	VSI4S	desapasionar
desapasionaréis	VIF2P	desapasionar
desapasionareis	VSF2P	desapasionar
desapasionaremos	VIF1P	desapasionar
desapasionáremos	VSF1P	desapasionar
desapasionaren	VSF3P	desapasionar
desapasionares	VSF2S	desapasionar
desapasionaré	VIF1S	desapasionar
desapasionare	VSF1S	desapasionar
desapasionare	VSF3S	desapasionar
desapasionare	VSF4S	desapasionar
desapasionaríais	VIC2P	desapasionar
desapasionaríamos	VIC1P	desapasionar
desapasionarían	VIC3P	desapasionar
desapasionarías	VIC2S	desapasionar
desapasionaría	VIC1S	desapasionar
desapasionaría	VIC3S	desapasionar
desapasionaría	VIC4S	desapasionar
desapasionaron	VIS3P	desapasionar
desapasionar	VNP	desapasionar
desapasionaseis	VSY2P	desapasionar
desapasionásemos	VSY1P	desapasionar
desapasionasen	VSY3P	desapasionar
desapasionases	VSY2S	desapasionar
desapasionase	VSY1S	desapasionar
desapasionase	VSY3S	desapasionar
desapasionase	VSY4S	desapasionar
desapasionasteis	VIS2P	desapasionar
desapasionaste	VIS2S	desapasionar
desapasionas	VIP2S	desapasionar
desapasiona	VIP3S	desapasionar
desapasiona	VMP2S	desapasionar
desapasiona	VUP5S	desapasionar
desapasionéis	VSP2P	desapasionar
desapasionemos	VMP1P	desapasionar
desapasionemos	VSP1P	desapasionar
desapasionen	VMP3P	desapasionar
desapasionen	VSP3P	desapasionar
desapasiones	VSP2S	desapasionar
desapasioné	VIS1S	desapasionar
desapasione	VMP3S	desapasionar
desapasione	VSP1S	desapasionar
desapasione	VSP3S	desapasionar
desapasione	VSP4S	desapasionar
desapasiono	VIP1S	desapasionar
desapasionó	VIS3S	desapasionar
desapegabais	VII2P	desapegar
desapegábamos	VII1P	desapegar
desapegaban	VII3P	desapegar
desapegabas	VII2S	desapegar
desapegaba	VII1S	desapegar
desapegaba	VII3S	desapegar
desapegaba	VII4S	desapegar
desapegadas	VPFP	desapegar
desapegada	VPFS	desapegar
desapegados	VPMP	desapegar
